First_Name,Last_Name,Unique_ID,24_id,22_id,23_id,20_id,21_id
Jack,Hinshelwood,126,126,677,621,-1,-1
Ibrahim,Osman,127,127,-1,-1,-1,-1
Igor Julio,dos Santos de Paulo,128,128,-1,606,-1,-1
João Pedro,Junqueira de Jesus,129,129,-1,135,-1,404
Kacper,Kozłowski,130,130,126,137,-1,-1
Tariq,Lamptey,131,131,114,139,77,71
Solly,March,132,132,107,140,-1,-1
Adrian,Mazilu,133,133,-1,-1,-1,-1
James,Milner,134,134,274,142,241,221
Yankuba,Minteh,135,135,-1,-1,-1,-1
Mitoma,Kaoru,136,136,-1,-1,-1,-1
Jakub,Moder,137,137,117,144,628,75
Mark,O’Mahony,138,138,-1,741,-1,-1
Odeluga,Offiah,139,139,736,845,-1,712
Cameron,Peupion,140,140,762,786,-1,-1
Jeremy,Sarmiento Morante,141,141,119,146,-1,-1
Jason,Steele,142,142,102,148,528,54
Deniz,Undav,143,143,123,149,-1,-1
Jan Paul,van Hecke,144,144,544,150,-1,-1
Joël,Veltman,145,145,109,151,67,62
Bart,Verbruggen,146,146,-1,152,-1,-1
Adam,Webster,147,147,108,153,66,61
Danny,Welbeck,148,148,103,154,588,447
Mats,Wieffer,149,149,-1,-1,-1,-1
Brajan,Gruda,595,595,-1,-1,-1,-1
Yasin,Ayari,600,600,719,124,-1,-1
Andrew,Moran,601,601,651,-1,-1,-1
Carl,Rushworth,615,615,-1,-1,-1,-1
Georginio,Rutter,618,618,700,-1,-1,-1
Ferdi,Kadioglu,628,628,-1,-1,-1,-1
Matt,O'Riley,629,629,-1,-1,-1,-1
Imari,Samuels,663,663,765,-1,-1,-1
Killian,Cahill,668,668,-1,-1,-1,-1
Andrey,Nascimento dos Santos,150,150,702,186,-1,-1
Ângelo Gabriel,Borges Damaceno,151,151,-1,589,-1,-1
Benoît,Badiashile,153,153,689,191,-1,-1
Lucas,Bergström,154,154,-1,659,-1,-1
Marcus,Bettinelli,155,155,635,192,183,606
Moisés,Caicedo Corozo,157,157,120,126,-1,-1
Cesare,Casadei,158,158,-1,791,-1,-1
Ben,Chilwell,160,160,139,195,-1,-1
Carney,Chukwuemeka,161,161,48,196,672,526
Levi,Colwill,162,162,559,197,-1,-1
Marc,Cucurella Saseta,163,163,112,198,-1,-1
David Datro,Fofana,164,164,684,200,-1,-1
Deivid Washington,de Souza Eugênio,165,165,-1,677,-1,-1
Kiernan,Dewsbury-Hall,166,166,266,-1,-1,505
Axel,Disasi,167,167,-1,611,-1,-1
Enzo,Fernández,168,168,724,199,-1,-1
Conor,Gallagher,169,169,148,202,544,144
Alfie,Gilchrist,170,170,775,716,-1,-1
Malo,Gusto,171,171,-1,203,-1,-1
Reece,James,172,172,146,206,123,142
Omari,Kellyman,173,173,-1,618,-1,-1
Roméo,Lavia,174,174,321,667,-1,-1
Romelu,Lukaku Bolingoli,175,175,-1,207,-1,-1
Malang,Sarr,176,176,143,214,-1,501
Noni,Madueke,177,177,708,208,-1,-1
Marc,Guiu Paz,178,178,-1,-1,-1,-1
Mykhailo,Mudryk,179,179,699,210,-1,-1
Nicolas,Jackson,180,180,-1,211,-1,-1
Christopher,Nkunku,181,181,-1,212,-1,-1
Cole,Palmer,182,182,316,362,552,507
Đorđe,Petrović,183,183,-1,687,-1,-1
Renato,Palma Veiga,184,184,-1,-1,-1,-1
Robert,Sánchez,185,185,113,145,597,69
Tosin,Adarabioyo,187,187,209,286,572,-1
Wesley,Fofana,189,189,272,201,561,220
Jadon,Sancho,386,386,340,397,-1,485
Pedro,Lomba Neto,560,560,486,567,474,441
Caleb,Wiley,575,575,-1,-1,-1,-1
Filip,Jørgensen,581,581,-1,-1,-1,-1
João,Félix Sequeira,621,621,690,-1,-1,-1
Eddie,Nketiah,11,11,11,13,-1,-1
Trevoh,Chalobah,159,159,141,194,-1,527
Naouirou,Ahamada,190,190,725,219,-1,-1
Cheick,Doucouré,193,193,514,223,-1,-1
Chris,Richards,194,194,530,238,-1,-1
Chadi,Riad Dnanou,195,195,-1,-1,-1,-1
Nathaniel,Clyne,196,196,157,222,577,493
Malcolm,Ebiowei,197,197,173,224,-1,-1
Eberechi,Eze,199,199,169,226,489,160
Marc,Guéhi,200,200,167,228,-1,477
Dean,Henderson,201,201,398,385,305,280
Rob,Holding,202,202,5,7,16,14
Will,Hughes,203,203,163,229,-1,386
Daichi,Kamada,205,205,-1,-1,-1,-1
Jefferson,Lerma Solís,206,206,64,231,-1,-1
Jean-Philippe,Mateta,207,207,168,232,641,159
Matheus,França de Oliveira,208,208,-1,615,-1,-1
Remi,Matthews,209,209,495,233,-1,561
Tyrick,Mitchell,210,210,170,234,146,162
Daniel,Muñoz,211,211,-1,792,-1,-1
David,Ozoh,212,212,676,721,-1,-1
Jesurun,Rak-Sakyi,213,213,172,657,688,541
Jeffrey,Schlupp,214,214,161,240,142,155
Joel,Ward,215,215,156,242,134,474
Adam,Wharton,216,216,-1,807,-1,-1
Matt,Turner,445,445,24,28,-1,-1
Ismaïla,Sarr,585,585,-1,-1,-1,-1
Franco,Umeh-Chibueze,644,644,-1,821,-1,-1
Justin,Devenny,645,645,-1,-1,-1,-1
Asher,Agbinone,646,646,-1,-1,-1,-1
Kaden,Rodney,647,647,601,825,-1,-1
Maxence,Lacroix,650,650,-1,-1,-1,-1
Caleb,Kporha,666,666,-1,-1,-1,-1
Armando,Broja,156,156,150,193,-1,518
Abdoulaye,Doucouré,217,217,185,249,512,173
Norberto Bercique,Gomes Betuncal,218,218,-1,691,-1,-1
Jarrad,Branthwaite,219,219,196,245,170,544
Dominic,Calvert-Lewin,220,220,191,246,164,177
Séamus,Coleman,221,221,-1,-1,-1,-1
Idrissa,Gueye,222,222,611,254,-1,-1
James,Garner,223,223,570,250,317,-1
Jack,Harrison,224,224,233,661,203,267
Mason,Holgate,225,225,192,255,165,178
Tim,Iroegbunam,226,226,49,46,709,638
João,Neves Virgínia,227,227,-1,266,-1,-1
Michael,Keane,228,228,180,257,156,169
Neal,Maupay,229,229,110,258,68,63
Dwight,McNeil,230,230,534,259,100,118
Vitalii,Mykolenko,231,231,194,260,-1,675
Iliman,Ndiaye,232,232,-1,486,656,-1
Nathan,Patterson,234,234,197,262,-1,674
Jordan,Pickford,235,235,182,263,157,170
James,Tarkowski,236,236,199,265,81,98
Youssef,Ramalho Chermiti,237,237,-1,645,-1,-1
Ashley,Young,238,238,538,588,-1,52
Jesper,Lindstrøm,577,577,-1,-1,-1,-1
Jake,O'Brien,582,582,-1,235,-1,-1
Harrison,Armstrong,603,603,-1,-1,-1,-1
Jenson,Metcalfe,614,614,-1,760,-1,-1
Asmir,Begovic,624,624,-1,-1,-1,-1
Roman,Dixon,627,627,-1,-1,-1,-1
Orel,Mangala,651,651,536,453,-1,-1
Reiss,Nelson,10,10,23,578,21,531
Emile,Smith Rowe,19,19,12,22,23,21
Joachim,Andersen,191,191,165,220,571,488
Adama,Traoré,239,239,-1,662,465,435
Andreas,Hoelgebaum Pereira,240,240,346,267,-1,-1
Calvin,Bassey,241,241,-1,610,-1,-1
Steven,Benda,242,242,-1,692,-1,-1
Tom,Cairney,243,243,200,268,175,-1
Timothy,Castagne,244,244,258,688,498,209
Issa,Diop,245,245,470,271,451,424
Luke,Harris,246,246,546,683,-1,-1
Alex,Iwobi,247,247,186,256,159,174
Bernd,Leno,248,248,2,275,8,1
Saša,Lukić,249,249,-1,276,-1,-1
Kevin,Mbabu,250,250,532,277,-1,-1
Rodrigo,Muniz Carvalho,251,251,218,279,-1,-1
Raúl,Jiménez,252,252,476,558,460,430
Tim,Ream,253,253,201,281,176,-1
Harrison,Reed,254,254,211,282,373,-1
Antonee,Robinson,255,255,217,283,484,-1
Jay,Stansfield,256,256,219,651,-1,-1
Kenny,Tete,257,257,215,285,517,-1
Carlos Vinícius,Alves Morais,258,258,618,287,-1,-1
Harry,Wilson,259,259,212,288,257,-1
Ryan,Sessegnon,579,579,436,514,399,368
Jorge,Cuenca Barreno,586,586,-1,-1,-1,-1
Josh,King,604,604,-1,-1,-1,-1
Martial,Godo,605,605,641,-1,-1,-1
Sander,Berge,622,622,-1,475,360,-1
Ali,Al-Hamadi,260,260,-1,-1,-1,-1
Elkan,Baggott,261,261,-1,-1,-1,-1
Nathan,Broadhead,262,262,-1,-1,680,545
Cameron,Burgess,263,263,-1,-1,-1,-1
Wes,Burns,264,264,-1,-1,-1,-1
Conor,Chaplin,265,265,-1,-1,-1,-1
Harry,Clarke,266,266,-1,-1,-1,-1
Leif,Davis,267,267,-1,-1,214,-1
Liam,Delap,268,268,323,-1,539,704
George,Edmundson,269,269,-1,-1,-1,-1
Jacob,Greaves,270,270,-1,-1,-1,-1
Marcus,Myers-Harness,271,271,-1,-1,-1,-1
George,Hirst,272,272,-1,-1,-1,-1
Cameron,Humphreys,273,273,-1,-1,-1,-1
Omari,Giraud-Hutchinson,274,274,-1,-1,-1,-1
Ben,Johnson,275,275,471,536,452,425
Freddie,Ladapo,276,276,-1,-1,-1,-1
Massimo,Luongo,277,277,-1,-1,-1,-1
Sam,Morsy,278,278,-1,-1,-1,-1
Corrie,Ndaba,279,279,-1,-1,-1,-1
Cieran,Slicker,280,280,-1,-1,-1,615
Jack,Taylor,281,281,-1,-1,-1,-1
Axel,Tuanzebe,282,282,-1,-1,307,283
Christian,Walton,283,283,-1,-1,503,-1
Luke,Woolfenden,284,284,-1,-1,-1,-1
Kalvin,Phillips,359,359,325,364,204,191
Arijanet,Muric,568,568,-1,172,-1,-1
Conor,Townsend,583,583,-1,-1,418,-1
Sam,Szmodics,611,611,-1,-1,-1,-1
Jens,Cajuste,619,619,-1,-1,-1,-1
Dara,O'Shea,630,630,-1,173,425,-1
Jack,Clarke,631,631,-1,-1,-1,-1
Chiedozie,Ogbene,632,632,-1,328,-1,-1
Facundo,Buonanotte,117,117,679,125,-1,-1
Jordan,Ayew,192,192,159,221,140,153
Odsonne,Edouard,198,198,166,225,-1,586
Boubakary,Soumaré,285,285,269,-1,-1,458
Tom,Cannon,286,286,-1,-1,-1,-1
Hamza,Choudhury,287,287,263,-1,234,214
Conor,Coady,288,288,475,-1,459,429
Patson,Daka,289,289,271,-1,-1,455
Bobby,De Cordova-Reid,290,290,205,270,-1,-1
Wout,Faes,291,291,612,-1,-1,-1
Michael,Golding,292,292,-1,-1,-1,-1
Mads,Hermansen,293,293,-1,-1,-1,-1
Daniel,Iversen,294,294,548,-1,-1,-1
James,Justin,295,295,268,-1,239,218
Victor,Kristiansen,296,296,709,-1,-1,-1
Wanya,Marçal-Madivádua,297,297,-1,-1,-1,-1
Stephy,Mavididi,298,298,-1,-1,-1,-1
Kasey,McAteer,299,299,687,-1,-1,647
Wilfred,Ndidi,300,300,265,-1,236,216
Caleb,Okoli,301,301,-1,-1,-1,-1
Ricardo,Barbosa Pereira,302,302,256,-1,-1,-1
Harry,Souttar,303,303,727,-1,-1,-1
Jakub,Stolarczyk,304,304,-1,-1,-1,-1
Luke,Thomas,305,305,270,693,240,219
Jamie,Vardy,306,306,255,-1,224,205
Jannik,Vestergaard,307,307,253,-1,369,340
Danny,Ward,308,308,254,-1,223,204
Harry,Winks,309,309,434,-1,397,366
Oliver,Skipp,501,501,441,515,404,373
Abdul,Fatawu,570,570,-1,-1,-1,-1
Will,Alves,606,606,-1,-1,-1,-1
Ben,Nelson,616,616,-1,-1,-1,645
Bilal,El Khannouss,635,635,-1,-1,-1,-1
Alisson,Ramses Becker,310,310,281,291,252,231
Trent,Alexander-Arnold,311,311,285,290,259,237
Stefan,Bajčetić Maquieira,312,312,-1,-1,-1,-1
Conor,Bradley,313,313,-1,757,-1,626
Bobby,Clark,315,315,584,627,-1,-1
Darwin,Núñez Ribeiro,316,316,297,293,-1,-1
Diogo,Teixeira da Silva,317,317,288,294,-1,-1
Ben,Doak,318,318,665,628,-1,-1
Harvey,Elliott,319,319,294,295,265,506
Endo,Wataru,320,320,-1,-1,-1,-1
Cody,Gakpo,321,321,680,297,-1,-1
Joe,Gomez,322,322,-1,298,-1,-1
Ryan,Gravenberch,323,323,-1,708,-1,-1
Curtis,Jones,324,324,291,300,263,244
Caoimhin,Kelleher,325,325,289,301,560,242
Ibrahima,Konaté,326,326,290,302,-1,243
Luis,Díaz,327,327,293,303,-1,696
Mohamed,Salah,328,328,283,308,254,233
Alexis,Mac Allister,329,329,116,304,80,74
James,McConnell,330,330,-1,629,-1,-1
Tyler,Morton,331,331,-1,-1,-1,620
Nathaniel,Phillips,332,332,501,306,589,241
Jarell,Quansah,333,333,-1,626,-1,660
Rhys,Williams,334,334,498,-1,594,247
Andrew,Robertson,335,335,284,307,255,234
Dominik,Szoboszlai,336,336,-1,309,-1,-1
Konstantinos,Tsimikas,337,337,292,311,242,245
Virgil,van Dijk,339,339,280,313,250,229
Federico,Chiesa,636,636,-1,-1,-1,-1
Vítezslav,Jaros,660,660,-1,-1,-1,-1
Harvey,Davies,669,669,592,-1,-1,-1
Manuel,Akanji,340,340,610,341,-1,-1
Nathan,Aké,341,341,308,342,279,258
Bernardo,Veiga de Carvalho e Silva,342,342,311,344,-1,-1
Oscar,Bobb,343,343,-1,345,-1,-1
Scott,Carson,344,344,502,347,608,593
Kevin,De Bruyne,345,345,301,349,272,251
Jérémy,Doku,346,346,-1,678,-1,-1
Ederson,Santana de Moraes,347,347,307,352,278,257
Phil,Foden,348,348,314,353,284,265
Jack,Grealish,349,349,305,354,37,33
Joško,Gvardiol,350,350,-1,616,-1,-1
Erling,Haaland,351,351,318,355,-1,-1
Julián,Álvarez,352,352,319,343,-1,-1
João,Cavaco Cancelo,353,353,-1,-1,-1,-1
Mateo,Kovačić,354,354,-1,356,-1,-1
Rico,Lewis,355,355,573,358,-1,-1
Matheus Luiz,Nunes,356,356,589,566,-1,-1
James,McAtee,357,357,317,360,-1,629
Stefan,Ortega Moreno,358,358,324,361,-1,-1
Rodrigo 'Rodri',Hernandez,360,360,-1,-1,-1,-1
Rúben,Gato Alves Dias,361,361,312,350,-1,-1
John,Stones,362,362,302,368,273,252
Kyle,Walker,363,363,299,369,270,249
Sávio 'Savinho',Moreira de Oliveira,571,571,-1,-1,-1,-1
Nico,O'Reilly,607,607,774,-1,-1,-1
Ilkay,Gündogan,625,625,300,-1,271,250
Issa,Kaboré,626,626,-1,602,-1,-1
Jacob,Wright,671,671,-1,814,-1,-1
Jahmai,Simpson-Pusey,672,672,-1,-1,-1,-1
Amad,Diallo,364,364,550,371,640,636
Antony Matheus,dos Santos,365,365,609,372,-1,-1
Bruno,Borges Fernandes,366,366,333,373,-1,-1
Altay,Bayindir,367,367,-1,695,-1,-1
Carlos Henrique,Casimiro,368,368,593,376,-1,-1
Diogo,Dalot Teixeira,369,369,342,377,-1,-1
Christian,Eriksen,370,370,519,379,-1,699
Jonny,Evans,371,371,249,703,219,201
Alejandro,Garnacho,372,372,569,382,-1,-1
Hannibal,Mejbri,373,373,-1,383,712,706
Tom,Heaton,374,374,348,384,28,509
Rasmus,Højlund,375,375,-1,617,-1,-1
Victor,Lindelöf,376,376,337,386,308,284
Harry,Maguire,377,377,330,387,298,273
Kobbie,Mainoo,378,378,643,388,-1,-1
Tyrell,Malacia,379,379,504,389,-1,-1
Lisandro,Martínez,380,380,533,391,-1,-1
Scott,McTominay,381,381,338,392,309,285
Mason,Mount,382,382,142,209,120,138
André,Onana,383,383,-1,597,-1,-1
Facundo,Pellistri Rebollo,384,384,347,394,-1,-1
Marcus,Rashford,385,385,335,396,306,281
Luke,Shaw,387,387,332,398,300,275
Joshua,Zirkzee,389,389,-1,-1,-1,-1
Leny,Yoro,572,572,-1,-1,-1,-1
Matthijs,de Ligt,593,593,-1,-1,-1,-1
Noussair,Mazraoui,594,594,-1,-1,-1,-1
Toby,Collyer,613,613,-1,826,-1,-1
Ethan,Wheatley,648,648,-1,850,-1,-1
Manuel,Ugarte,652,652,-1,-1,-1,-1
Jack,Fletcher,667,667,-1,-1,-1,-1
Harry,Amass,670,670,-1,846,-1,-1
Jayce,Fitzgerald,673,673,-1,-1,-1,-1
Alex,Murphy,390,390,-1,634,-1,-1
Miguel,Almirón Rejala,391,391,369,402,-1,-1
Harvey,Barnes,392,392,264,603,235,215
Sven,Botman,393,393,377,405,-1,-1
Bruno,Guimarães Rodriguez Moura,394,394,374,406,-1,697
Dan,Burn,395,395,358,407,61,58
Martin,Dúbravka,396,396,-1,-1,-1,-1
Anthony,Gordon,398,398,195,412,168,503
Lewis,Hall,399,399,661,204,-1,671
Isaac,Hayden,400,400,-1,413,336,306
Alexander,Isak,401,401,594,415,-1,-1
Jacob,Murphy,402,402,365,423,497,304
Joelinton Cássio,Apolinário de Lira,403,403,371,416,340,310
Lloyd,Kelly,404,404,73,70,-1,-1
Emil,Krafth,405,405,364,417,333,303
Garang,Kuol,406,406,683,418,-1,-1
Jamaal,Lascelles,407,407,360,419,328,299
Jamal,Lewis,408,408,372,420,513,311
Tino,Livramento,409,409,419,633,-1,491
Sean,Longstaff,410,410,370,421,480,309
Lewis,Miley,411,411,741,635,-1,-1
Odysseas,Vlachodimos,412,412,-1,710,-1,-1
Nick,Pope,413,413,376,424,96,112
John,Ruddy,414,414,-1,-1,453,452
Fabian,Schär,415,415,366,427,334,305
Matt,Targett,416,416,367,428,42,39
Sandro,Tonali,417,417,-1,429,-1,-1
Kieran,Trippier,418,418,357,430,-1,678
Joe,White,419,419,-1,794,-1,599
Joe,Willock,420,420,373,432,-1,-1
Callum,Wilson,421,421,356,433,506,296
Miodrag,Pivaš,574,574,-1,-1,-1,-1
William,Osula,590,590,-1,490,711,-1
Álex,Moreno Lopera,26,26,-1,-1,-1,-1
Ola,Aina,422,422,-1,-1,562,-1
Elliot,Anderson,423,423,552,403,602,609
Taiwo,Awoniyi,424,424,397,437,-1,-1
Willy,Boly,425,425,474,439,458,428
Josh,Bowler,426,426,-1,440,-1,-1
Carlos Miguel,dos Santos Pereira,427,427,-1,-1,-1,-1
Eric,da Silva Moreira,428,428,-1,-1,-1,-1
Danilo,dos Santos de Oliveira,429,429,703,442,-1,-1
Emmanuel,Dennis,430,430,585,443,-1,450
Nicolás,Domínguez,431,431,-1,712,-1,-1
Anthony,Elanga,432,432,344,378,702,512
Morgan,Gibbs-White,433,433,493,447,473,440
Callum,Hudson-Odoi,434,434,144,205,122,140
Alex,Mighten,435,435,395,456,-1,-1
Murillo,Santiago Costa dos Santos,436,436,-1,696,-1,-1
Neco,Williams,437,437,295,467,264,246
Omar,Richards,438,438,511,461,-1,-1
Lewis,O'Brien,439,439,524,458,-1,-1
Andrew,Omobamidele,440,440,-1,711,-1,331
Jonathan,Panzo,441,441,389,460,-1,-1
Ibrahim,Sangaré,442,442,-1,713,-1,-1
Matz,Sels,443,443,-1,808,-1,-1
Harry,Toffolo,444,444,523,465,-1,-1
Hwang,Ui-jo,446,446,-1,466,-1,-1
Chris,Wood,447,447,354,468,91,109
Joe,Worrall,448,448,388,469,-1,-1
Ryan,Yates,449,449,387,470,-1,-1
James,Ward-Prowse,531,531,407,664,370,341
Nikola,Milenković,573,573,-1,-1,-1,-1
João Pedro,Ferreira Silva,596,596,-1,-1,-1,-1
Ramón,Sosa,620,620,-1,-1,-1,-1
Felipe,Rodrigues da Silva,653,653,-1,-1,-1,-1
Aaron,Ramsdale,14,14,15,17,483,559
Cameron,Archer,27,27,54,33,-1,568
Lesley,Ugochukwu,188,188,-1,613,-1,-1
Ryan,Fraser,397,397,359,410,507,298
Carlos,Alcaraz Durán,450,450,-1,-1,-1,-1
Samuel,Amo-Ameyaw,451,451,778,-1,-1,-1
Joe,Aribo,452,452,-1,-1,-1,-1
Adam,Armstrong,453,453,408,-1,-1,525
Gavin,Bazunu,454,454,422,-1,-1,-1
Jan,Bednarek,455,455,410,-1,376,343
Armel,Bella-Kotchap,456,456,423,-1,-1,-1
James,Bree,457,457,716,-1,43,-1
Shea,Charles,458,458,773,348,-1,-1
Samuel,Edozie,459,459,624,-1,-1,508
Ronnie,Edwards,460,460,-1,-1,-1,-1
Taylor,Harwood-Bellis,461,461,-1,-1,623,-1
Kamaldeen,Sulemana,462,462,731,-1,-1,-1
Adam,Lallana,463,463,101,138,54,53
Juan,Larios López,464,464,622,-1,-1,-1
Mateusz,Lis,465,465,421,-1,-1,-1
Joe,Lumley,466,466,-1,-1,-1,-1
Ryan,Manning,467,467,-1,-1,-1,-1
Sékou,Mara,468,468,528,-1,-1,-1
Alex,McCarthy,469,469,401,-1,363,334
