First_Name,Last_Name,Unique_ID,24_id,23_id,22_id,Understat_ID,Full_Name
Layvin,Kurzawa,879,-1,-1,613,3298,Layvin Kurzawa
Willian,Borges da Silva,880,-1,591,614,700,Willian Borges da Silva
Stefan,Parkes,881,-1,-1,636,,Stefan Parkes
Kristian,Sekularac,882,-1,796,667,,Kristian Sekularac
George,Wickens,884,-1,-1,747,,George Wickens
Charlie,Robinson,885,-1,-1,750,,Charlie Robinson
Matthew,Dibley-Dias,886,-1,652,763,,Matthew Dibley-Dias
Kasper,Schmeichel,887,-1,-1,248,745,Kasper Schmeichel
Ryan,Bertrand,888,-1,-1,250,835,Ryan Bertrand
Marc,Albrighton,889,-1,-1,251,753,Marc Albrighton
Nampalys,Mendy,890,-1,-1,252,1785,Nampalys Mendy
Daniel,Amartey,891,-1,-1,257,759,Daniel Amartey
Ayoze,Pérez,892,-1,-1,260,770,Ayoze Pérez
Kelechi,Iheanacho,893,-1,-1,262,620,Kelechi Iheanacho
Çaglar,Söyüncü,894,-1,-1,267,5264,Çaglar Söyüncü
Lewis,Brunt,895,-1,-1,273,10168,Lewis Brunt
Dennis,Praet,896,-1,-1,549,1234,Dennis Praet
Alex,Smithies,897,-1,-1,581,,Alex Smithies
Sammy,Braybrooke,898,-1,-1,639,,Sammy Braybrooke
Joe,Wormleighton,899,-1,-1,645,,Joe Wormleighton
Mateus,Cardoso Lemos Martins,900,-1,-1,715,10536,Mateus Cardoso Lemos Martins
Liam,Cooper,902,-1,-1,221,8816,Liam Cooper
Luke,Ayling,903,-1,-1,222,8716,Luke Ayling
Mateusz,Klich,904,-1,-1,223,4381,Mateusz Klich
Adam,Forshaw,905,-1,-1,224,1711,Adam Forshaw
Rodrigo,Moreno,906,-1,-1,225,2381,Rodrigo Moreno
Stuart,Dallas,907,-1,-1,226,8718,Stuart Dallas
Patrick,Bamford,908,-1,-1,227,822,Patrick Bamford
Diego,Llorente,909,-1,-1,228,2163,Diego Llorente
Tyler,Roberts,910,-1,-1,229,1014,Tyler Roberts
Robin,Koch,911,-1,-1,230,6273,Robin Koch
Raphael,Dias Belloli,912,-1,-1,232,,Raphael Dias Belloli
Jamie,Shackleton,913,-1,-1,234,8721,Jamie Shackleton
Pascal,Struijk,914,-1,-1,235,8717,Pascal Struijk
Kristoffer,Klaesson,915,-1,-1,236,9700,Kristoffer Klaesson
Sam,Greenwood,916,-1,-1,237,9493,Sam Greenwood
Illan,Meslier,917,-1,-1,238,8715,Illan Meslier
Junior,Firpo Adames,918,-1,-1,239,6485,Junior Firpo Adames
Lewis,Bate,919,-1,-1,241,8544,Lewis Bate
Joe,Gelhardt,920,-1,-1,242,9339,Joe Gelhardt
Leo Fuhr,Hjelde,921,-1,-1,243,10028,Leo Fuhr Hjelde
Rasmus,Kristensen,922,-1,-1,244,10750,Rasmus Kristensen
Marc,Roca Junqué,923,-1,-1,245,5086,Marc Roca Junqué
Brenden,Aaronson,924,-1,-1,246,10751,Brenden Aaronson
Darko,Gyabi,925,-1,-1,247,10752,Darko Gyabi
Cody,Drameh,927,-1,-1,547,9499,Cody Drameh
Joel,Robles,928,-1,-1,578,584,Joel Robles
Wilfried,Gnonto,929,-1,-1,619,11155,Wilfried Gnonto
Mateo Joseph,Fernández,930,-1,-1,659,11208,Mateo Joseph Fernández
Sonny,Perkins,931,-1,-1,663,,Sonny Perkins
Maximilian,Wöber,932,-1,-1,691,7366,Maximilian Wöber
Weston,McKennie,933,-1,-1,720,5360,Weston McKennie
Jeremiah,Chilokoa-Mullen,934,-1,-1,742,,Jeremiah Chilokoa-Mullen
Diogo,Pinheiro Monteiro,935,-1,-1,743,,Diogo Pinheiro Monteiro
Jordan,Henderson,936,-1,299,275,605,Jordan Henderson
Joel,Matip,937,-1,305,276,332,Joel Matip
Thiago,Alcántara do Nascimento,938,-1,310,277,229,Thiago Alcántara do Nascimento
Alex,Oxlade-Chamberlain,939,-1,-1,278,966,Alex Oxlade-Chamberlain
Roberto,Firmino,940,-1,-1,279,482,Roberto Firmino
Fabio Henrique,Tavares,941,-1,296,282,3420,Fabio Henrique Tavares
Naby,Keita,943,-1,-1,287,5247,Naby Keita
Calvin,Ramsay,944,-1,-1,298,,Calvin Ramsay
Adrián,San Miguel del Castillo,945,-1,289,497,,Adrián San Miguel del Castillo
Luke,Chambers,946,-1,726,563,,Luke Chambers
Arthur Henrique,Ramos de Oliveira Melo,948,-1,-1,620,,Arthur Henrique Ramos de Oliveira Melo
Riyad,Mahrez,949,-1,359,303,750,Riyad Mahrez
Aymeric,Laporte,951,-1,357,309,2498,Aymeric Laporte
Zack,Steffen,952,-1,367,310,7817,Zack Steffen
Luke,Mbete-Tabu,954,-1,-1,320,,Luke Mbete-Tabu
Sergio,Gómez,955,-1,366,587,6656,Sergio Gómez
Claudio,Gomes,956,-1,-1,599,,Claudio Gomes
Ben,Knight,957,-1,-1,600,,Ben Knight
Máximo,Perrone,958,-1,363,712,11378,Máximo Perrone
Alex,Robertson,959,-1,-1,772,,Alex Robertson
Jack,Butland,960,-1,-1,162,856,Jack Butland
Cristiano Ronaldo,dos Santos Aveiro,961,-1,-1,326,2371,Cristiano Ronaldo dos Santos Aveiro
David,De Gea Quintana,962,-1,-1,327,546,David De Gea Quintana
Phil,Jones,963,-1,-1,328,951,Phil Jones
Raphaël,Varane,964,-1,395,329,2245,Raphaël Varane
Frederico,Rodrigues de Paula Santos,965,-1,381,331,6817,Frederico Rodrigues de Paula Santos
Alex,Telles,966,-1,370,334,1828,Alex Telles
Donny,van de Beek,967,-1,400,336,8821,Donny van de Beek
Eric,Bailly,968,-1,375,339,1739,Eric Bailly
Brandon,Williams,969,-1,374,343,8075,Brandon Williams
Anthony,Martial,970,-1,390,345,553,Anthony Martial
Zidane,Iqbal,971,-1,-1,551,,Zidane Iqbal
Matej,Kovár,972,-1,-1,615,,Matej Kovár
Nathan,Bishop,973,-1,-1,656,,Nathan Bishop
Shola,Shoretire,974,-1,399,660,,Shola Shoretire
Rhys,Bennett,975,-1,768,674,,Rhys Bennett
Wout,Weghorst,976,-1,183,701,7052,Wout Weghorst
Marcel,Sabitzer,977,-1,-1,728,5248,Marcel Sabitzer
Marc,Jurado Gomez,978,-1,-1,759,,Marc Jurado Gomez
Matt,Ritchie,979,-1,425,350,461,Matt Ritchie
Federico,Fernández,980,-1,-1,351,708,Federico Fernández
Ciaran,Clark,981,-1,-1,352,875,Ciaran Clark
Karl,Darlow,982,-1,408,353,780,Karl Darlow
Dwight,Gayle,984,-1,-1,361,743,Dwight Gayle
Paul,Dummett,985,-1,581,362,853,Paul Dummett
Javier,Manquillo Gaitán,986,-1,422,363,1719,Javier Manquillo Gaitán
Allan,Saint-Maximin,987,-1,426,368,101,Allan Saint-Maximin
Jeff,Hendrick,988,-1,414,375,1746,Jeff Hendrick
Harrison,Ashby,989,-1,404,555,,Harrison Ashby
Loris,Karius,990,-1,580,626,37,Loris Karius
Mark,Gillespie,991,-1,411,776,,Mark Gillespie
Jonjo,Shelvey,992,-1,463,349,769,Jonjo Shelvey
Harry,Arter,993,-1,435,378,,Harry Arter
Steve,Cook,994,-1,441,379,458,Steve Cook
Lyle,Taylor,995,-1,-1,380,,Lyle Taylor
Jack,Colback,996,-1,-1,381,767,Jack Colback
Brice,Samba,997,-1,-1,382,,Brice Samba
Carlos,Ribeiro Dias,998,-1,-1,383,5646,Carlos Ribeiro Dias
Joe,Lolley,999,-1,-1,384,,Joe Lolley
Scott,McKenna,1000,-1,455,385,10757,Scott McKenna
Mohamed,Dräger,1001,-1,444,386,,Mohamed Dräger
Xande,Nascimento da Costa Silva,1002,-1,-1,390,,Xande Nascimento da Costa Silva
Sam,Surridge,1003,-1,464,391,5602,Sam Surridge
Richie,Laryea,1004,-1,452,392,,Richie Laryea
Loïc,Mbe Soh,1005,-1,454,393,,Loïc Mbe Soh
Braian,Ojeda Rodríguez,1006,-1,459,396,,Braian Ojeda Rodríguez
Giulian,Biancone,1007,-1,438,399,7282,Giulian Biancone
Moussa,Niakhaté,1008,-1,457,507,5989,Moussa Niakhaté
Jesse,Lingard,1009,-1,-1,527,558,Jesse Lingard
Oliver,Hammond,1010,-1,-1,553,,Oliver Hammond
Remo,Freuler,1011,-1,446,582,1488,Remo Freuler
Cheikhou,Kouyaté,1012,-1,451,583,532,Cheikhou Kouyaté
Renan Augusto,Lodi dos Santos,1013,-1,-1,602,7891,Renan Augusto Lodi dos Santos
Loïc,Badé,1014,-1,-1,621,,Loïc Badé
Serge,Aurier,1015,-1,436,628,3600,Serge Aurier
Dale,Taylor,1016,-1,-1,666,,Dale Taylor
Jordan,Smith,1017,-1,-1,675,,Jordan Smith
Gustavo Henrique,Furtado Scarpa,1018,-1,462,681,11284,Gustavo Henrique Furtado Scarpa
Keylor,Navas,1019,-1,-1,729,2243,Keylor Navas
Felipe Augusto,de Almeida Monteiro,1020,-1,445,730,7921,Felipe Augusto de Almeida Monteiro
André,Ayew,1021,-1,-1,734,713,André Ayew
George,Shelvey,1022,-1,636,749,,George Shelvey
Ainsley,Maitland-Niles,1023,-1,-1,21,1750,Ainsley Maitland-Niles
Theo,Walcott,1024,-1,-1,400,503,Theo Walcott
Oriol,Romeu Vidal,1025,-1,-1,402,842,Oriol Romeu Vidal
Nathan,Redmond,1026,-1,600,403,790,Nathan Redmond
Stuart,Armstrong,1027,-1,-1,405,6893,Stuart Armstrong
Mohamed,Elyounoussi,1028,-1,-1,406,6894,Mohamed Elyounoussi
Che,Adams,1029,-1,-1,411,7700,Che Adams
Nathan,Tella,1030,-1,-1,412,8456,Nathan Tella
Lyanco,Silveira Neves Vojnovic,1031,-1,-1,413,6252,Lyanco Silveira Neves Vojnovic
Yan,Valery,1032,-1,-1,414,7280,Yan Valery
Ibrahima,Diallo,1033,-1,-1,416,6736,Ibrahima Diallo
Romain,Perraud,1034,-1,-1,417,6500,Romain Perraud
Moussa,Djenepo,1035,-1,-1,418,7701,Moussa Djenepo
Mohammed,Salisu,1036,-1,-1,420,6923,Mohammed Salisu
Willy,Caballero,1037,-1,-1,424,624,Willy Caballero
Duje,Caleta-Car,1039,-1,-1,623,7007,Duje Caleta-Car
Lewis,Payne,1040,-1,-1,647,,Lewis Payne
Ryan,Finnigan,1041,-1,-1,648,,Ryan Finnigan
Jimmy,Morgan,1042,-1,-1,671,,Jimmy Morgan
Mislav,Orsic,1043,-1,-1,692,11298,Mislav Orsic
Kamari,Doyle,1045,-1,-1,769,11582,Kamari Doyle
Dominic,Ballard,1046,-1,-1,770,11583,Dominic Ballard
Hugo,Lloris,1047,-1,502,425,637,Hugo Lloris
Harry,Kane,1048,-1,500,427,647,Harry Kane
Eric,Dier,1049,-1,496,430,643,Eric Dier
Lucas,Rodrigues Moura da Silva,1050,-1,-1,431,3293,Lucas Rodrigues Moura da Silva
Davinson,Sánchez,1051,-1,512,435,6249,Davinson Sánchez
Steven,Bergwijn,1052,-1,-1,437,8300,Steven Bergwijn
Japhet,Tanganga,1053,-1,518,439,8222,Japhet Tanganga
Joe,Rodon,1054,-1,510,442,6377,Joe Rodon
Ivan,Perišić,1055,-1,507,448,448,Ivan Perišić
Harvey,White,1056,-1,-1,449,8458,Harvey White
Troy,Parrott,1057,-1,-1,453,,Troy Parrott
Clément,Lenglet,1058,-1,699,513,5050,Clément Lenglet
Arnaut,Danjuma,1059,-1,601,713,8066,Arnaut Danjuma
Romaine,Mundle,1060,-1,-1,748,,Romaine Mundle
George,Abbott,1061,-1,-1,758,11509,George Abbott
Matthew,Craig,1062,-1,-1,764,10579,Matthew Craig
Yago,de Santiago Alonso,1063,-1,754,777,,Yago de Santiago Alonso
Angelo,Ogbonna,1065,-1,577,456,528,Angelo Ogbonna
Manuel,Lanzini,1066,-1,-1,460,535,Manuel Lanzini
Arthur,Masuaku,1067,-1,-1,462,1760,Arthur Masuaku
Saïd,Benrahma,1069,-1,525,464,3585,Saïd Benrahma
Nikola,Vlasic,1070,-1,-1,466,6276,Nikola Vlasic
Pablo,Fornals Malla,1072,-1,534,469,2335,Pablo Fornals Malla
Gianluca,Scamacca,1073,-1,541,529,6253,Gianluca Scamacca
Conor,Coventry,1074,-1,529,556,7239,Conor Coventry
Armstrong,Oko-Flex,1075,-1,-1,572,,Armstrong Oko-Flex
Thilo,Kehrer,1076,-1,537,588,2674,Thilo Kehrer
Joseph,Anang,1077,-1,647,739,,Joseph Anang
Krisztián,Hegyi,1078,-1,-1,740,,Krisztián Hegyi
Jonathan,Castro Otto,1079,-1,560,477,2280,Jonathan Castro Otto
Rúben,da Silva Neves,1080,-1,-1,480,6853,Rúben da Silva Neves
Matija,Šarkić,1083,-1,571,492,,Matija Šarkić
João Filipe Iria,Santos Moutinho,1085,-1,-1,503,3422,João Filipe Iria Santos Moutinho
Jackson,Smith,1086,-1,-1,557,,Jackson Smith
Connor,Ronan,1088,-1,-1,567,10753,Connor Ronan
Chem,Campbell,1089,-1,-1,568,9741,Chem Campbell
Diego,Da Silva Costa,1091,-1,-1,625,802,Diego Da Silva Costa
Harvey,Griffiths,1092,-1,787,658,,Harvey Griffiths
Dexter,Lembikisa,1093,-1,-1,664,11233,Dexter Lembikisa
Folarin,Balogun,1094,-1,1,-1,,Folarin Balogun
Rúnar Alex,Rúnarsson,1095,-1,18,-1,,Rúnar Alex Rúnarsson
Charles,Sagoe,1096,-1,735,-1,,Charles Sagoe
Bradley,Ibrahim,1097,-1,737,-1,,Bradley Ibrahim
James,Sweet,1098,-1,817,-1,,James Sweet
Wesley,Moraes Ferreira da Silva,1099,-1,61,-1,,Wesley Moraes Ferreira da Silva
Nicolò,Zaniolo,1100,-1,672,-1,6686,Nicolò Zaniolo
Sam,Proctor,1101,-1,765,-1,,Sam Proctor
Finley,Munroe,1102,-1,854,-1,12581,Finley Munroe
Lander,Emery,1103,-1,866,-1,,Lander Emery
Gavin,Kilkenny,1104,-1,71,-1,,Gavin Kilkenny
Ionuț,Radu,1105,-1,607,-1,1830,Ionuț Radu
Callan,McKenna,1106,-1,855,-1,,Callan McKenna
Ji-Soo,Kim,1108,-1,725,-1,,Ji-Soo Kim
Valintino,Adedokun,1109,-1,733,-1,,Valintino Adedokun
Vincent,Angelini,1110,-1,752,-1,,Vincent Angelini
Benjamin,Fredrick,1111,-1,797,-1,6817,Benjamin Fredrick
Aaron,Connolly,1113,-1,127,-1,,Aaron Connolly
Michał,Karbownik,1114,-1,136,-1,,Michał Karbownik
Andi,Zeqiri,1115,-1,155,-1,,Andi Zeqiri
Anssumane,Fati Vieira,1116,-1,700,-1,7967,Anssumane Fati Vieira
Ben,Jackson,1117,-1,746,-1,,Ben Jackson
Joshua,Duffus,1118,-1,747,-1,,Joshua Duffus
Leigh,Kavanagh,1119,-1,753,-1,,Leigh Kavanagh
Luca,Barrington,1120,-1,755,-1,,Luca Barrington
Samy,Chouchane,1121,-1,843,-1,,Samy Chouchane
Noël,Atom,1122,-1,861,-1,,Noël Atom
Enock,Agyei,1123,-1,156,-1,,Enock Agyei
Ameen,Al-Dakhil,1124,-1,157,-1,11669,Ameen Al-Dakhil
Samuel,Bastien,1125,-1,158,-1,,Samuel Bastien
Manuel Benson,Hedilazio,1126,-1,159,-1,11702,Manuel Benson Hedilazio
Jordan,Beyer,1127,-1,160,-1,6557,Jordan Beyer
Josh,Brownhill,1128,-1,161,-1,8323,Josh Brownhill
Darko,Churlinov,1129,-1,162,-1,,Darko Churlinov
Jack,Cork,1130,-1,163,-1,712,Jack Cork
Dara,Costelloe,1131,-1,164,-1,,Dara Costelloe
Josh,Cullen,1132,-1,165,-1,1018,Josh Cullen
CJ,Egan-Riley,1133,-1,166,-1,,CJ Egan-Riley
Hjalmar,Ekdal,1134,-1,167,-1,11704,Hjalmar Ekdal
Lyle,Foster,1135,-1,168,-1,7498,Lyle Foster
Denis,Franchi,1136,-1,169,-1,,Denis Franchi
Jóhann Berg,Gudmundsson,1137,-1,170,-1,1663,Jóhann Berg Gudmundsson
Luke,McNally,1138,-1,171,-1,,Luke McNally
Michael,Obafemi,1139,-1,174,-1,6504,Michael Obafemi
Bailey,Peacock-Farrell,1140,-1,175,-1,,Bailey Peacock-Farrell
Connor,Roberts,1141,-1,176,-1,5568,Connor Roberts
Jay,Rodriguez,1142,-1,177,-1,844,Jay Rodriguez
Bobby,Thomas,1143,-1,179,-1,,Bobby Thomas
Scott,Twine,1144,-1,180,-1,,Scott Twine
Lawrence,Vigouroux,1145,-1,181,-1,,Lawrence Vigouroux
Victor,da Silva,1146,-1,182,-1,,Victor da Silva
Anass,Zaroury,1147,-1,184,-1,11703,Anass Zaroury
Zeki,Amdouni,1148,-1,594,-1,11701,Zeki Amdouni
James,Trafford,1149,-1,596,-1,9077,James Trafford
Luca,Koleosho,1150,-1,605,-1,10620,Luca Koleosho
Jacob,Bruun Larsen,1151,-1,608,-1,5355,Jacob Bruun Larsen
Owen,Dodgson,1152,-1,622,-1,,Owen Dodgson
Hannes,Delcroix,1153,-1,674,-1,11998,Hannes Delcroix
Aaron,Ramsey,1154,-1,675,-1,9913,Aaron Ramsey
Han-Noah,Massengo,1155,-1,694,-1,7264,Han-Noah Massengo
Mike,Trésor,1156,-1,706,-1,12094,Mike Trésor
Lorenz,Assignon,1157,-1,805,-1,8973,Lorenz Assignon
Maxime,Esteve,1158,-1,806,-1,9487,Maxime Esteve
Abdul Rahman,Baba,1159,-1,190,-1,,Abdul Rahman Baba
Gabriel,Słonina,1160,-1,215,-1,5613,Gabriel Słonina
Mason,Burstow,1161,-1,623,-1,11810,Mason Burstow
Eddie,Beach,1162,-1,680,-1,,Eddie Beach
Diego Manuel Jadon,da Silva Moreira,1163,-1,681,-1,,Diego Manuel Jadon da Silva Moreira
Ronnie,Stutter,1164,-1,717,-1,,Ronnie Stutter
Alex,Matos,1165,-1,718,-1,12086,Alex Matos
Josh,Brooking,1166,-1,723,-1,,Josh Brooking
Leo,Castledine,1167,-1,758,-1,,Leo Castledine
Ollie,Harrison,1168,-1,820,-1,,Ollie Harrison
Jimi,Tauriainen,1169,-1,830,-1,12497,Jimi Tauriainen
Teddy,Sharman-Lowe,1170,-1,847,-1,,Teddy Sharman-Lowe
Kiano,Dyer,1171,-1,852,-1,,Kiano Dyer
Ted,Curd,1172,-1,858,-1,,Ted Curd
Zak,Sturge,1173,-1,859,-1,,Zak Sturge
Ademola,Ola-Adebomi,1175,-1,720,-1,,Ademola Ola-Adebomi
Jadan,Raymond,1176,-1,724,-1,,Jadan Raymond
Roshaun,Mathurin,1177,-1,842,-1,,Roshaun Mathurin
Tyler,Onyango,1179,-1,650,-1,9287,Tyler Onyango
Mackenzie,Hunt,1180,-1,719,-1,,Mackenzie Hunt
Elijah,Campbell,1181,-1,761,-1,,Elijah Campbell
Billy,Crellin,1182,-1,863,-1,,Billy Crellin
Luc,De Fougerolles,1183,-1,625,-1,,Luc De Fougerolles
Fodé,Ballo-Touré,1184,-1,707,-1,,Fodé Ballo-Touré
Devan,Tanton,1185,-1,732,-1,,Devan Tanton
Joshua,King,1186,-1,810,-1,12410,Joshua King
Callum,Scanlon,1188,-1,728,-1,,Callum Scanlon
Marcelo,de Araújo Pitaluga Filho,1189,-1,756,-1,,Marcelo de Araújo Pitaluga Filho
Owen,Beck,1190,-1,782,-1,10119,Owen Beck
Kaide,Gordon,1191,-1,783,-1,10118,Kaide Gordon
Lewis,Koumas,1192,-1,812,-1,,Lewis Koumas
Fabian,Mrozek,1193,-1,813,-1,,Fabian Mrozek
Elijah,Adebayo,1194,-1,314,-1,11718,Elijah Adebayo
Mads Juel,Andersen,1195,-1,315,-1,11715,Mads Juel Andersen
Amari'i,Bell,1196,-1,316,-1,11713,Amari'i Bell
Luke,Berry,1197,-1,317,-1,11722,Luke Berry
Reece,Burke,1198,-1,318,-1,1771,Reece Burke
Allan,Campbell,1199,-1,319,-1,,Allan Campbell
Jordan,Clark,1200,-1,320,-1,12187,Jordan Clark
Alfie,Doughty,1201,-1,321,-1,11723,Alfie Doughty
Luke,Freeman,1202,-1,322,-1,,Luke Freeman
Matt,Macey,1203,-1,323,-1,,Matt Macey
John,McAtee,1204,-1,324,-1,,John McAtee
Carlos,Mendes Gomes,1205,-1,325,-1,,Carlos Mendes Gomes
Carlton,Morris,1206,-1,326,-1,11717,Carlton Morris
Admiral,Muskwe,1207,-1,327,-1,,Admiral Muskwe
Fred,Onyedinma,1208,-1,329,-1,12549,Fred Onyedinma
Gabriel,Osho,1209,-1,330,-1,12151,Gabriel Osho
Aribim,Pepple,1210,-1,331,-1,,Aribim Pepple
Dion,Pereira,1211,-1,332,-1,,Dion Pereira
Dan,Potts,1212,-1,333,-1,,Dan Potts
Glen,Rea,1213,-1,334,-1,,Glen Rea
James,Shea,1214,-1,335,-1,11724,James Shea
Joe,Taylor,1215,-1,336,-1,,Joe Taylor
Elliot,Thorpe,1216,-1,337,-1,,Elliot Thorpe
Jack,Walton,1217,-1,338,-1,,Jack Walton
Louie,Watson,1218,-1,339,-1,,Louie Watson
Cauley,Woodrow,1219,-1,340,-1,11721,Cauley Woodrow
Teden,Mengi,1220,-1,393,-1,12073,Teden Mengi
Ryan,Giles,1221,-1,553,-1,7277,Ryan Giles
Tom,Lockyer,1222,-1,575,-1,11714,Tom Lockyer
Pelly Ruddock,Mpanzu,1223,-1,582,-1,11716,Pelly Ruddock Mpanzu
Tahith,Chong,1224,-1,586,-1,7439,Tahith Chong
Thomas,Kaminski,1225,-1,614,-1,11712,Thomas Kaminski
Jacob,Brown,1226,-1,631,-1,11720,Jacob Brown
Aidan,Francis-Clarke,1227,-1,648,-1,,Aidan Francis-Clarke
Tim,Krul,1228,-1,665,-1,,Tim Krul
Joseph,Johnson,1229,-1,682,-1,11980,Joseph Johnson
Jayden,Luker,1230,-1,729,-1,,Jayden Luker
Zack,Nelson,1231,-1,734,-1,12188,Zack Nelson
Daiki,Hashioka,1232,-1,798,-1,12509,Daiki Hashioka
Axel,Piesold,1233,-1,831,-1,,Axel Piesold
Dominic,Dos Santos Martins,1234,-1,839,-1,,Dominic Dos Santos Martins
Christian,Chigozie,1235,-1,844,-1,,Christian Chigozie
Taylan,Harris,1236,-1,848,-1,,Taylan Harris
Mahamadou,Susoho,1237,-1,762,-1,,Mahamadou Susoho
Micah,Hamilton,1238,-1,771,-1,,Micah Hamilton
Álvaro,Fernández Carreras,1239,-1,380,-1,,Álvaro Fernández Carreras
Omari,Forson,1240,-1,632,-1,12340,Omari Forson
Radek,Vítek,1241,-1,669,-1,,Radek Vítek
Daniel,Gore,1242,-1,685,-1,11987,Daniel Gore
Sofyan,Amrabat,1243,-1,709,-1,7927,Sofyan Amrabat
Joe,Hugill,1244,-1,748,-1,,Joe Hugill
Willy,Kambwala,1245,-1,766,-1,12275,Willy Kambwala
Habeeb,Ogunneye,1246,-1,833,-1,,Habeeb Ogunneye
Dermot,Mee,1247,-1,835,-1,,Dermot Mee
Louis,Jackson,1248,-1,856,-1,,Louis Jackson
Kell,Watts,1249,-1,431,-1,,Kell Watts
Amadou,Diallo,1250,-1,738,-1,12200,Amadou Diallo
Ben,Parkinson,1251,-1,739,-1,12198,Ben Parkinson
Michael,Ndiweni,1252,-1,745,-1,12215,Michael Ndiweni
Travis,Hernes,1253,-1,795,-1,,Travis Hernes
Brandon,Aguilera Zamora,1254,-1,434,-1,12034,Brandon Aguilera Zamora
Ethan,Horvath,1255,-1,449,-1,,Ethan Horvath
Josh,Powell,1257,-1,637,-1,,Josh Powell
Gonzalo,Montiel,1258,-1,679,-1,9897,Gonzalo Montiel
Divock,Origi,1259,-1,714,-1,484,Divock Origi
Jamie,McDonnell,1260,-1,779,-1,,Jamie McDonnell
Detlef Esapa,Osong,1261,-1,780,-1,,Detlef Esapa Osong
Joe,Gardner,1262,-1,781,-1,,Joe Gardner
Giovanni,Reyna,1263,-1,801,-1,8191,Giovanni Reyna
Rodrigo,Duarte Ribeiro,1264,-1,809,-1,,Rodrigo Duarte Ribeiro
Auston,Trusty,1265,-1,27,-1,11732,Auston Trusty
Anel,Ahmedhodžić,1266,-1,471,-1,10386,Anel Ahmedhodžić
Jordan,Amissah,1267,-1,472,-1,,Jordan Amissah
George,Baldock,1268,-1,473,-1,7706,George Baldock
Chris,Basham,1269,-1,474,-1,7704,Chris Basham
Jayden,Bogle,1270,-1,476,-1,9205,Jayden Bogle
Rhian,Brewster,1271,-1,477,-1,5569,Rhian Brewster
Ismaila,Coulibaly,1272,-1,478,-1,,Ismaila Coulibaly
Adam,Davies,1273,-1,479,-1,,Adam Davies
John,Egan,1274,-1,480,-1,7703,John Egan
John,Fleck,1275,-1,481,-1,7709,John Fleck
Max,Lowe,1276,-1,484,-1,8918,Max Lowe
Oliver,McBurnie,1277,-1,485,-1,1736,Oliver McBurnie
Rhys,Norrington-Davies,1278,-1,487,-1,12291,Rhys Norrington-Davies
Oliver,Norwood,1279,-1,488,-1,7710,Oliver Norwood
Ben,Osborn,1280,-1,489,-1,7714,Ben Osborn
Jack,Robinson,1281,-1,576,-1,8286,Jack Robinson
Anis,Slimane,1282,-1,587,-1,11730,Anis Slimane
Yasser,Larouci,1283,-1,592,-1,10041,Yasser Larouci
Bénie,Traoré,1284,-1,593,-1,11729,Bénie Traoré
Vini,de Souza Costa,1285,-1,638,-1,10872,Vini de Souza Costa
Femi,Seriki,1286,-1,653,-1,,Femi Seriki
Louie,Marsh,1287,-1,654,-1,,Louie Marsh
Andre,Brooks,1288,-1,655,-1,11731,Andre Brooks
Antwoine,Hackford,1289,-1,656,-1,9222,Antwoine Hackford
Gustavo,Hamer,1290,-1,663,-1,11839,Gustavo Hamer
Ryan,Oné,1291,-1,730,-1,12158,Ryan Oné
Jili,Buyabu,1292,-1,731,-1,,Jili Buyabu
Sydie,Peck,1293,-1,759,-1,12251,Sydie Peck
Ivo,Grbic,1295,-1,790,-1,8923,Ivo Grbic
Billy,Blacker,1296,-1,822,-1,,Billy Blacker
Oliver,Arblaster,1297,-1,823,-1,12449,Oliver Arblaster
Dovydas,Sasnauskas,1298,-1,827,-1,,Dovydas Sasnauskas
Sam,Curtis,1299,-1,828,-1,12465,Sam Curtis
Owen,Hampson,1300,-1,857,-1,,Owen Hampson
Tanguy,Ndombélé Alvaro,1301,-1,505,-1,,Tanguy Ndombélé Alvaro
Jamie,Donley,1302,-1,722,-1,12118,Jamie Donley
Tyrese,Hall,1304,-1,862,-1,,Tyrese Hall
Nikola,Vlašić,1305,-1,543,-1,,Nikola Vlašić
Callum,Marshall,1307,-1,785,-1,,Callum Marshall
Bendegúz,Bolla,1308,-1,547,-1,,Bendegúz Bolla
Bruno,Cavaco Jordão,1309,-1,561,-1,,Bruno Cavaco Jordão
Matthew,Whittingham,1310,-1,749,-1,,Matthew Whittingham
Justin,Hubner,1311,-1,751,-1,,Justin Hubner
Owen,Hesketh,1312,-1,769,-1,,Owen Hesketh
Ty,Barnett,1313,-1,770,-1,,Ty Barnett
Noha,Lemina,1314,-1,800,-1,,Noha Lemina
Wesley,Okoduwa,1315,-1,832,-1,,Wesley Okoduwa
Fletcher,Holman,1316,-1,840,-1,,Fletcher Holman
Temple,Ojinnaka,1317,-1,853,-1,,Temple Ojinnaka
