assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2023-12-27T19:30:00Z,0,7,0,0,0,0,19,0,262,0,1,2,0.0,0,-3,0,3,40,True,0,2,Abdul Rahman Baba,6,CRY,1120,1085,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-12-30T12:30:00Z,0,22,0,0,0,0,20,0,261,0,3,2,0.0,0,-1,0,1,40,False,0,2,Abdul Rahman Baba,6,LUT,1020,1090,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,206,0,0,0.0,0.0,2024-01-13T12:30:00Z,0,9,0,0,0,0,21,0,258,0,0,1,0.0,0,-3,0,3,40,True,0,2,Abdul Rahman Baba,6,FUL,1180,1170,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,219,0,0,0.0,0.0,2024-01-31T20:15:00Z,0,12,0,0,0,0,22,0,255,0,1,4,0.0,0,-3,0,3,40,False,0,2,Abdul Rahman Baba,6,LIV,1210,1270,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04T14:00:00Z,0,20,0,0,0,0,23,0,255,0,4,2,0.0,0,0,0,0,40,True,0,2,Abdul Rahman Baba,6,WOL,1105,1100,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,232,0,0,0.0,0.0,2024-02-12T20:00:00Z,0,7,0,0,0,0,24,0,254,0,3,1,0.0,0,-1,0,1,40,False,0,2,Abdul Rahman Baba,6,CRY,1080,1060,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,246,0,0,0.0,0.0,2024-02-17T17:30:00Z,0,13,0,0,0,0,25,0,251,0,1,1,0.0,0,-2,0,2,40,False,0,2,Abdul Rahman Baba,6,MCI,1350,1360,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,261,0,0,0.0,0.0,2024-03-02T15:00:00Z,0,4,0,0,0,0,27,0,251,0,2,2,0.0,0,-1,0,1,40,False,0,2,Abdul Rahman Baba,6,BRE,1110,1090,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,275,0,0,0.0,0.0,2024-03-11T20:00:00Z,0,15,0,0,0,0,28,0,251,0,2,3,0.0,0,0,0,0,40,True,0,2,Abdul Rahman Baba,6,NEW,1210,1355,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,294,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,21,0,0,0,0,30,0,250,0,2,2,0.0,0,-1,0,1,40,True,0,2,Abdul Rahman Baba,6,BUR,1050,1050,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,307,0,0,0.0,0.0,2024-04-04T19:15:00Z,0,14,0,0,0,0,31,0,250,0,3,4,0.0,0,0,0,0,40,True,0,2,Abdul Rahman Baba,6,MUN,1210,1230,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,318,0,0,0.0,0.0,2024-04-07T16:30:00Z,0,23,0,0,0,0,32,0,249,0,2,2,0.0,0,-1,0,1,40,False,0,2,Abdul Rahman Baba,6,SHU,1045,1020,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2024-04-15T19:00:00Z,0,8,0,0,0,0,33,0,249,0,0,6,0.0,0,0,0,0,40,True,0,2,Abdul Rahman Baba,6,EVE,1125,1080,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,281,0,0,0.0,0.0,2024-04-23T19:00:00Z,0,1,0,0,0,0,34,0,248,0,0,5,0.0,0,-1,0,1,40,False,0,2,Abdul Rahman Baba,6,ARS,1370,1330,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,341,0,0,0.0,0.0,2024-04-27T19:00:00Z,0,2,0,0,0,0,35,0,248,0,2,2,0.0,0,0,0,0,40,False,0,2,Abdul Rahman Baba,6,AVL,1140,1180,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,255,0,0,0.0,0.0,2024-05-02T18:30:00Z,0,18,0,0,0,0,35,0,248,0,0,2,0.0,0,0,0,0,40,True,0,2,Abdul Rahman Baba,6,TOT,1150,1310,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2024-05-05T13:00:00Z,0,19,0,0,0,0,36,0,247,0,0,5,0.0,0,-1,0,1,40,True,0,2,Abdul Rahman Baba,6,WHU,1140,1150,CHE,1080,1170,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,367,0,0,0.0,0.0,2024-05-11T16:30:00Z,0,16,0,0,0,0,37,0,246,0,3,2,0.0,0,-1,0,1,40,False,0,2,Abdul Rahman Baba,6,NFO,1050,1080,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,332,0,0,0.0,0.0,2024-05-15T18:45:00Z,0,5,0,0,0,0,37,0,246,0,2,1,0.0,0,-1,0,1,40,False,0,2,Abdul Rahman Baba,6,BHA,1070,1135,CHE,1150,1230,2023,
0,0,0,0,0.0,1132,0.0,0.0,0.0,0.0,375,0,0,0.0,0.0,2024-05-19T15:00:00Z,0,3,0,0,0,0,38,0,245,0,1,2,0.0,0,-1,0,1,40,True,0,2,Abdul Rahman Baba,6,BOU,1130,1075,CHE,1080,1170,2023,
