h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,xG_rolling_3,deep_rolling_3,xGA_rolling_3,deep_allowed_rolling_3,xG_rolling_4,deep_rolling_4,xGA_rolling_4,deep_allowed_rolling_4,xG_rolling_5,deep_rolling_5,xGA_rolling_5,deep_allowed_rolling_5,xG_rolling_13,deep_rolling_13,xGA_rolling_13,deep_allowed_rolling_13,xG_rolling_16,deep_rolling_16,xGA_rolling_16,deep_allowed_rolling_16,xG_rolling_20,deep_rolling_20,xGA_rolling_20,deep_allowed_rolling_20
a,2.18392,1.75088,2.18392,1.75088,"{'att': 290, 'def': 31}","{'att': 126, 'def': 19}",6,10,2,1,1.7298,w,2024-11-10,1,0,0,3,0.4330400000000001,1.38905,4.333333333333333,2.6810833333333335,9.333333333333334,1.337945,4.75,3.1093175,8.5,1.4395719999999999,5.0,2.716442,7.8,1.1093831,3.6,2.643337,9.0,1.1093831,3.6,2.643337,9.0,1.1093831,3.6,2.643337,9.0
h,1.98714,1.26912,1.98714,1.26912,"{'att': 465, 'def': 22}","{'att': 216, 'def': 18}",4,5,1,1,1.9564,d,2024-11-24,0,1,0,1,0.7180199999999999,1.7256900000000002,5.333333333333333,2.7286966666666665,9.666666666666666,1.5877675,4.75,2.4485325,9.5,1.5071400000000001,5.0,2.83763,8.8,1.2070682727272728,3.8181818181818183,2.5622045454545455,9.090909090909092,1.2070682727272728,3.8181818181818183,2.5622045454545455,9.090909090909092,1.2070682727272728,3.8181818181818183,2.5622045454545455,9.090909090909092
a,0.462771,1.76587,0.462771,1.0047,"{'att': 139, 'def': 18}","{'att': 206, 'def': 16}",5,3,0,1,0.3504,l,2024-11-30,0,0,1,0,-0.5419289999999999,1.8357433333333335,4.666666666666667,1.7861933333333335,8.333333333333334,1.7910525000000002,5.0,2.3638025000000003,8.5,1.667642,4.6,2.21265,8.6,1.27207425,3.8333333333333335,2.4544475,8.75,1.27207425,3.8333333333333335,2.4544475,8.75,1.27207425,3.8333333333333335,2.4544475,8.75
h,0.471708,1.65422,0.471708,1.65422,"{'att': 252, 'def': 23}","{'att': 312, 'def': 23}",2,6,0,1,0.4641999999999999,l,2024-12-03,0,0,1,0,-1.182512,1.5446103333333336,5.0,1.5952900000000003,6.0,1.49250025,4.75,1.7811124999999999,7.0,1.5253962,5.0,2.2442160000000007,7.4,1.209820153846154,3.923076923076923,2.4014800000000003,8.307692307692308,1.209820153846154,3.923076923076923,2.4014800000000003,8.307692307692308,1.209820153846154,3.923076923076923,2.4014800000000003,8.307692307692308
h,1.5668,3.49127,1.5668,3.49127,"{'att': 188, 'def': 20}","{'att': 164, 'def': 32}",12,12,1,2,0.302,l,2024-12-08,0,0,1,0,-1.92447,0.9738729999999999,3.6666666666666665,1.5630700000000004,4.666666666666667,1.27638475,4.25,1.6100224999999997,6.0,1.2883418,4.2,1.7557340000000003,6.8,1.2197514615384615,3.923076923076923,2.226492307692308,7.769230769230769,1.1570978571428572,3.7857142857142856,2.3481042857142858,8.142857142857142,1.1570978571428572,3.7857142857142856,2.3481042857142858,8.142857142857142
a,1.73349,1.23748,1.73349,1.23748,"{'att': 272, 'def': 22}","{'att': 267, 'def': 23}",4,11,2,1,1.8145,w,2024-12-14,1,0,0,3,0.49601,0.8337596666666668,6.333333333333333,2.303786666666667,7.0,1.12210475,5.75,2.04512,6.5,1.3344678,5.8,1.9862720000000003,7.2,1.3033515384615386,4.769230769230769,2.258268461538462,7.538461538461538,1.1844113333333333,4.333333333333333,2.4243153333333334,8.4,1.1844113333333333,4.333333333333333,2.4243153333333334,8.4
h,1.06427,3.23386,1.06427,3.23386,"{'att': 409, 'def': 23}","{'att': 233, 'def': 19}",0,14,0,4,0.2557999999999999,l,2024-12-21,0,0,1,0,-2.16959,1.2573326666666667,6.0,2.1276566666666668,9.666666666666666,1.05869225,5.75,2.03721,8.0,1.2443818,5.4,1.8835920000000006,7.4,1.3823086153846154,4.923076923076923,2.2620107692307694,8.076923076923077,1.21872875,4.3125,2.350138125,8.5625,1.21872875,4.3125,2.350138125,8.5625
a,0.0783327,2.16462,0.0783327,2.16462,"{'att': 330, 'def': 17}","{'att': 180, 'def': 28}",0,12,0,1,0.0856,l,2024-12-27,0,0,1,0,-2.0862873000000004,1.4548533333333333,5.333333333333333,2.6542033333333337,12.333333333333334,1.2090670000000001,4.5,2.4042075,10.75,1.0598078,4.6,2.27654,9.2,1.408689153846154,4.846153846153846,2.3756184615384615,8.23076923076923,1.2638330625,4.1875,2.306688125,8.625,1.2096429411764706,4.0588235294117645,2.4021217647058823,8.882352941176471
h,1.50093,1.60622,0.739758,1.60622,"{'att': 367, 'def': 16}","{'att': 121, 'def': 16}",4,18,2,0,1.2616,w,2024-12-30,1,0,0,3,-0.866462,0.9586975666666667,1.3333333333333333,2.2119866666666668,12.333333333333334,1.110723175,4.0,2.5318074999999998,12.25,0.9829201399999998,3.6,2.3562900000000004,11.0,1.2881762846153846,4.461538461538462,2.3191946153846157,8.615384615384615,1.23872891875,4.125,2.2495906249999997,8.4375,1.1467923722222222,3.8333333333333335,2.388927222222222,9.055555555555555
a,1.4434,2.65469,0.682234,1.13235,"{'att': 330, 'def': 24}","{'att': 131, 'def': 16}",2,5,2,2,0.5066,d,2025-01-05,0,1,0,1,-0.4501159999999999,0.8811775666666667,1.3333333333333333,2.3349000000000006,14.666666666666666,1.094255675,2.0,2.060545,13.75,1.18876454,4.0,2.34669,13.4,1.2616262846153847,4.3076923076923075,2.354677692307692,9.615384615384615,1.28834654375,4.25,2.2756775,9.3125,1.165431194736842,3.8421052631578947,2.347732105263158,9.526315789473685
h,0.268127,1.06343,0.268127,1.06343,"{'att': 266, 'def': 23}","{'att': 274, 'def': 26}",1,9,0,2,0.5738,l,2025-01-16,0,0,1,0,-0.7953030000000001,1.0075542333333334,2.0,2.1418433333333335,11.666666666666666,1.021733175,1.5,2.4148474999999996,12.25,1.16408454,2.0,2.179374,12.0,1.2815316692307692,4.0,2.220883076923077,9.538461538461538,1.33347635625,4.3125,2.331785625,8.875,1.179329635,3.75,2.36308,9.3
