id,first_name,second_name,own_team,opponent_team,own_short_name,opponent_short_name,own_attack,opponent_attack,own_defense,opponent_defense,was_home,crowds,season,POS,gameweek,value,mean_xg_5
43,Kaine,Kesler-Hayden,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,40,0.0
44,Ezri,Konsa Ngoyo,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,45,0.056
44,Ezri,Konsa Ngoyo,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,45,0.056
44,Ezri,Konsa Ngoyo,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,45,0.056
45,Ian,Maatsen,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,47,0.0
45,Ian,Maatsen,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,47,0.0
45,Ian,Maatsen,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,47,0.0
49,Tyrone,Mings,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,44,0.0
49,Tyrone,Mings,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,44,0.0
49,Tyrone,Mings,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,44,0.0
50,Kosta,Nedeljković,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,40,0.0
50,Kosta,Nedeljković,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,40,0.0
50,Kosta,Nedeljković,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,40,0.0
52,Pau,Torres,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,45,0.0339999999999999
52,Pau,Torres,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,45,0.0339999999999999
52,Pau,Torres,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,45,0.0339999999999999
56,Lino,da Cruz Sousa,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,40,0.0
56,Lino,da Cruz Sousa,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,40,0.0
56,Lino,da Cruz Sousa,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,40,0.0
598,Lamare,Bogarde,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,40,0.0
598,Lamare,Bogarde,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,40,0.0
598,Lamare,Bogarde,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,40,0.0
640,Sil,Swinkels,2,7,AVL,CRY,1120,1100,1200,1090,1,1,24,2,12,40,0.0
640,Sil,Swinkels,2,4,AVL,BRE,1120,1120,1200,1190,1,1,24,2,14,40,0.0
640,Sil,Swinkels,2,17,AVL,SOU,1120,1070,1200,1060,1,1,24,2,15,40,0.0
59,Max,Aarons,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,43,0.0
59,Max,Aarons,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,43,0.0
59,Max,Aarons,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,43,0.0
68,James,Hill,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,40,0.0
68,James,Hill,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,40,0.0
68,James,Hill,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,40,0.0
70,Milos,Kerkez,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,44,0.018
70,Milos,Kerkez,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,44,0.018
70,Milos,Kerkez,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,44,0.018
72,Chris,Mepham,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,44,0.0
72,Chris,Mepham,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,44,0.0
72,Chris,Mepham,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,44,0.0
79,Marcos,Senesi,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,48,0.024
79,Marcos,Senesi,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,48,0.024
79,Marcos,Senesi,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,48,0.024
81,Adam,Smith,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,45,0.12
81,Adam,Smith,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,45,0.12
81,Adam,Smith,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,45,0.12
85,Illia,Zabarnyi,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,44,0.022
85,Illia,Zabarnyi,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,44,0.022
85,Illia,Zabarnyi,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,44,0.022
580,Dean,Huijsen,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,43,0.0
580,Dean,Huijsen,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,43,0.0
580,Dean,Huijsen,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,43,0.0
592,Julián,Araujo Zúñiga,3,5,BOU,BHA,1070,1130,1130,1220,1,1,24,2,12,44,0.0
592,Julián,Araujo Zúñiga,3,18,BOU,TOT,1070,1170,1130,1350,1,1,24,2,14,44,0.0
592,Julián,Araujo Zúñiga,3,19,BOU,WHU,1070,1070,1130,1130,1,1,24,2,16,44,0.0
86,Kristoffer,Ajer,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,44,0.0
86,Kristoffer,Ajer,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,44,0.0
86,Kristoffer,Ajer,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,44,0.0
88,Nathan,Collins,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,45,0.24
88,Nathan,Collins,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,45,0.24
88,Nathan,Collins,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,45,0.24
92,Rico,Henry,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,43,0.0
92,Rico,Henry,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,43,0.0
92,Rico,Henry,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,43,0.0
93,Aaron,Hickey,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,43,0.0
93,Aaron,Hickey,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,43,0.0
93,Aaron,Hickey,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,43,0.0
96,Kim,Ji-soo,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,39,0.0
96,Kim,Ji-soo,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,39,0.0
96,Kim,Ji-soo,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,39,0.0
100,Ben,Mee,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,42,0.0
100,Ben,Mee,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,42,0.0
100,Ben,Mee,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,42,0.0
104,Ethan,Pinnock,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,45,0.122
104,Ethan,Pinnock,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,45,0.122
104,Ethan,Pinnock,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,45,0.122
105,Mads,Roerslev Rasmussen,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,44,0.002
105,Mads,Roerslev Rasmussen,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,44,0.002
105,Mads,Roerslev Rasmussen,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,44,0.002
112,Mathias,Jorgensen,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,45,0.0
112,Mathias,Jorgensen,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,45,0.0
112,Mathias,Jorgensen,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,45,0.0
338,Sepp,van den Berg,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,40,0.078
338,Sepp,van den Berg,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,40,0.078
338,Sepp,van den Berg,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,40,0.078
649,Jayden,Meghoma,4,3,BRE,BOU,1080,1130,1100,1160,1,1,24,2,11,40,0.0
649,Jayden,Meghoma,4,11,BRE,LEI,1080,1120,1100,1080,1,1,24,2,13,40,0.0
649,Jayden,Meghoma,4,15,BRE,NEW,1080,1130,1100,1310,1,1,24,2,15,40,0.0
116,Valentín,Barco,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,40,0.0
116,Valentín,Barco,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,40,0.0
116,Valentín,Barco,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,40,0.0
120,Lewis,Dunk,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,44,0.0
120,Lewis,Dunk,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,44,0.0
120,Lewis,Dunk,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,44,0.0
122,Pervis,Estupiñán,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,50,0.015
122,Pervis,Estupiñán,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,50,0.015
122,Pervis,Estupiñán,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,50,0.015
128,Igor Julio,dos Santos de Paulo,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,44,0.0125
128,Igor Julio,dos Santos de Paulo,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,44,0.0125
128,Igor Julio,dos Santos de Paulo,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,44,0.0125
131,Tariq,Lamptey,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,44,0.0
131,Tariq,Lamptey,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,44,0.0
131,Tariq,Lamptey,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,44,0.0
139,Odeluga,Offiah,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,40,0.0
139,Odeluga,Offiah,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,40,0.0
139,Odeluga,Offiah,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,40,0.0
144,Jan Paul,van Hecke,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,45,0.018
144,Jan Paul,van Hecke,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,45,0.018
144,Jan Paul,van Hecke,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,45,0.018
145,Joël,Veltman,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,45,0.004
145,Joël,Veltman,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,45,0.004
145,Joël,Veltman,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,45,0.004
147,Adam,Webster,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,43,0.0
147,Adam,Webster,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,43,0.0
147,Adam,Webster,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,43,0.0
628,Ferdi,Kadioglu,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,45,0.1025
628,Ferdi,Kadioglu,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,45,0.1025
628,Ferdi,Kadioglu,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,45,0.1025
663,Imari,Samuels,5,13,BHA,MCI,1070,1350,1130,1390,1,1,24,2,11,40,0.0
663,Imari,Samuels,5,17,BHA,SOU,1070,1070,1130,1060,1,1,24,2,13,40,0.0
663,Imari,Samuels,5,7,BHA,CRY,1070,1100,1130,1090,1,1,24,2,16,40,0.0
153,Benoît,Badiashile,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,43,0.0
153,Benoît,Badiashile,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,43,0.0
153,Benoît,Badiashile,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,43,0.0
160,Ben,Chilwell,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,47,0.0
160,Ben,Chilwell,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,47,0.0
160,Ben,Chilwell,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,47,0.0
162,Levi,Colwill,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,46,0.002
162,Levi,Colwill,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,46,0.002
162,Levi,Colwill,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,46,0.002
163,Marc,Cucurella Saseta,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,50,0.0
163,Marc,Cucurella Saseta,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,50,0.0
163,Marc,Cucurella Saseta,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,50,0.0
167,Axel,Disasi,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,43,0.0
167,Axel,Disasi,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,43,0.0
167,Axel,Disasi,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,43,0.0
170,Alfie,Gilchrist,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,40,0.0
170,Alfie,Gilchrist,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,40,0.0
170,Alfie,Gilchrist,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,40,0.0
171,Malo,Gusto,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,49,0.0
171,Malo,Gusto,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,49,0.0
171,Malo,Gusto,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,49,0.0
172,Reece,James,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,49,0.0
172,Reece,James,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,49,0.0
172,Reece,James,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,49,0.0
176,Malang,Sarr,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,45,0.0
176,Malang,Sarr,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,45,0.0
176,Malang,Sarr,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,45,0.0
187,Tosin,Adarabioyo,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,43,0.0
187,Tosin,Adarabioyo,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,43,0.0
187,Tosin,Adarabioyo,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,43,0.0
189,Wesley,Fofana,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,45,0.0
189,Wesley,Fofana,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,45,0.0
189,Wesley,Fofana,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,45,0.0
575,Caleb,Wiley,6,1,CHE,ARS,1130,1360,1320,1390,1,1,24,2,11,40,0.0
575,Caleb,Wiley,6,2,CHE,AVL,1130,1140,1320,1300,1,1,24,2,13,40,0.0
575,Caleb,Wiley,6,4,CHE,BRE,1130,1120,1320,1190,1,1,24,2,16,40,0.0
159,Trevoh,Chalobah,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,44,0.09
159,Trevoh,Chalobah,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,44,0.09
159,Trevoh,Chalobah,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,44,0.09
194,Chris,Richards,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,44,0.0
194,Chris,Richards,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,44,0.0
194,Chris,Richards,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,44,0.0
195,Chadi,Riad Dnanou,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,43,0.0
195,Chadi,Riad Dnanou,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,43,0.0
195,Chadi,Riad Dnanou,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,43,0.0
196,Nathaniel,Clyne,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,44,0.0
196,Nathaniel,Clyne,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,44,0.0
196,Nathaniel,Clyne,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,44,0.0
200,Marc,Guéhi,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,45,0.194
200,Marc,Guéhi,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,45,0.194
200,Marc,Guéhi,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,45,0.194
202,Rob,Holding,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,43,0.0
202,Rob,Holding,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,43,0.0
202,Rob,Holding,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,43,0.0
210,Tyrick,Mitchell,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,49,0.012
210,Tyrick,Mitchell,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,49,0.012
210,Tyrick,Mitchell,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,49,0.012
211,Daniel,Muñoz,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,48,0.124
211,Daniel,Muñoz,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,48,0.124
211,Daniel,Muñoz,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,48,0.124
215,Joel,Ward,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,43,0.0
215,Joel,Ward,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,43,0.0
215,Joel,Ward,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,43,0.0
650,Maxence,Lacroix,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,45,0.052
650,Maxence,Lacroix,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,45,0.052
650,Maxence,Lacroix,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,45,0.052
666,Caleb,Kporha,7,9,CRY,FUL,1100,1140,1090,1180,1,1,24,2,11,40,0.0
666,Caleb,Kporha,7,15,CRY,NEW,1100,1130,1090,1310,1,1,24,2,13,40,0.0
666,Caleb,Kporha,7,13,CRY,MCI,1100,1350,1090,1390,1,1,24,2,15,40,0.0
219,Jarrad,Branthwaite,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,48,0.0
219,Jarrad,Branthwaite,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,48,0.0
219,Jarrad,Branthwaite,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,48,0.0
221,Séamus,Coleman,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,43,0.0
221,Séamus,Coleman,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,43,0.0
221,Séamus,Coleman,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,43,0.0
225,Mason,Holgate,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,40,0.0
225,Mason,Holgate,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,40,0.0
225,Mason,Holgate,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,40,0.0
228,Michael,Keane,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,43,0.0339999999999999
228,Michael,Keane,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,43,0.0339999999999999
228,Michael,Keane,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,43,0.0339999999999999
231,Vitalii,Mykolenko,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,43,0.01
231,Vitalii,Mykolenko,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,43,0.01
231,Vitalii,Mykolenko,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,43,0.01
234,Nathan,Patterson,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,44,0.0
234,Nathan,Patterson,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,44,0.0
234,Nathan,Patterson,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,44,0.0
236,James,Tarkowski,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,48,0.056
236,James,Tarkowski,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,48,0.056
236,James,Tarkowski,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,48,0.056
238,Ashley,Young,8,4,EVE,BRE,1080,1120,1080,1190,1,1,24,2,12,45,0.012
238,Ashley,Young,8,20,EVE,WOL,1080,1060,1080,1120,1,1,24,2,14,45,0.012
238,Ashley,Young,8,12,EVE,LIV,1080,1370,1080,1360,1,1,24,2,15,45,0.012
